"Transcription,Start Time,End Time,Duration (seconds),Location,Caller ID,Call Type"
"What's your emergency? Caller: There's an active shooter at the community college! I can hear gunshots coming from the main building and everyone is running and screaming. I'm hiding in the library bathroom. Dispatcher: Which college? Caller: Metro Community College at 456 Education Street, East Susanville, CO 80209.,""2024-11-25 10:32:47"",""2024-11-25 10:38:29"",342,""456 Education Street, East Susanville, CO 80209"",""Anonymous"",""Active shooter"""
"911 dispatcher, what's happening? Caller: My sister's baby is having a febrile seizure! The baby was running a high fever and now she's shaking all over and her eyes are rolled back. She's only 18 months old. Dispatcher: What's your location? Caller: 123 Pediatric Drive, South Kevintown, OR 97210.,""2024-06-01 17:41:32"",""2024-06-01 17:48:15"",403,""123 Pediatric Drive, South Kevintown, OR 97210"",""Carlos Rodriguez"",""Seizures"""
"Emergency line, how can I assist? Caller: I think my neighbor is having a stroke! I went to check on her and found her on the floor. She can't speak clearly and one side of her face is drooping. She seems confused about where she is. Dispatcher: What's her address? Caller: 678 Neighbor Street, West Brianberg, AZ 85009.,""2024-04-09 09:17:44"",""2024-04-09 09:24:31"",407,""678 Neighbor Street, West Brianberg, AZ 85009"",""Daniel Martinez"",""Stroke symptoms"""
"911 emergency, what do you need? Caller: The gas station across the street is on fire! There was some kind of explosion and now the whole building is engulfed in flames. I'm worried about the underground tanks exploding. Dispatcher: Which gas station? Caller: BP Station at 890 Fuel Street, Lake Amandatown, TX 75207.,""2024-07-18 14:23:58"",""2024-07-18 14:30:45"",407,""890 Fuel Street, Lake Amandatown, TX 75207"",""Michael Garcia"",""House fire"""
"What's your emergency? Caller: Someone broke into my garage and stole my motorcycle! I just got home and found the side door forced open and my bike is gone. The neighbor said they saw someone wheeling it away an hour ago. Dispatcher: What's your address? Caller: 234 Residential Court, North Matthewberg, GA 30309.,""2024-09-04 18:35:22"",""2024-09-04 18:38:49"",207,""234 Residential Court, North Matthewberg, GA 30309"",""Patricia Thompson"",""Burglary/home invasion"""
"Emergency services, what's happening? Caller: My roommate overdosed and won't wake up! I found him unconscious in his room with a needle next to him. He's barely breathing and his lips are blue. I think he's dying! Dispatcher: Where are you located? Caller: 567 College Street, Apartment 3B, East Jenniferville, FL 33131.,""2024-01-12 20:47:33"",""2024-01-12 20:54:18"",405,""567 College Street, East Jenniferville, FL 33131"",""Anonymous"",""Unconscious person"""
"911, what's your emergency? Caller: The entire shopping mall is on fire! It started in the food court and now it's spreading to all the stores. There are still people inside trying to get out through the smoke. Dispatcher: Which mall? Caller: Westfield Shopping Center at 345 Mall Boulevard, Port Davidburg, NY 10310.,""2024-05-24 19:52:17"",""2024-05-24 19:59:33"",436,""345 Mall Boulevard, Port Davidburg, NY 10310"",""Helen Anderson"",""Apartment building fire"""
"Emergency dispatch, how can I help? Caller: There's been a multi-car pileup on the freeway! I count at least 5 cars involved and there's debris everywhere. Some people are out of their cars but others look like they're trapped inside. Dispatcher: What freeway and mile marker? Caller: I-90 westbound at mile marker 67, near 789 Highway Access Road, South Timothyville, NV 89110.,""2024-12-19 07:29:15"",""2024-12-19 07:35:42"",387,""789 Highway Access Road, South Timothyville, NV 89110"",""Rebecca Kim"",""Car accident (with injury)"""
"What's your emergency? Caller: There's a huge brawl at the high school football game! Parents and students are fighting in the stands and it's getting out of control. Security can't handle it and people are getting hurt. Dispatcher: Which school? Caller: Central High School stadium at 456 School Spirit Drive, West Josephtown, MI 48207.,""2024-10-11 20:45:33"",""2024-10-11 20:50:18"",285,""456 School Spirit Drive, West Josephtown, MI 48207"",""Thomas Wilson"",""Assault/physical fight"""
"911 emergency, how can I assist? Caller: I just heard rapid gunfire from the apartment complex parking lot! It sounded like a machine gun and now there are people screaming and running everywhere. I can see someone on the ground. Dispatcher: Which apartment complex? Caller: Pine Ridge Apartments at 123 Complex Drive, Lake Christopherburg, CO 80211.,""2024-03-02 21:33:47"",""2024-03-02 21:39:22"",335,""123 Complex Drive, Lake Christopherburg, CO 80211"",""Anonymous"",""Shots fired"""
"Emergency services, what do you need? Caller: A mountain lion is stalking people on the hiking trail! It followed a family with small children for about 100 yards and won't leave them alone. Everyone is too scared to move. Dispatcher: Which trail are you on? Caller: Bear Mountain Trail near the parking area at 678 Trail Head Road, North Danielberg, CO 80213.,""2024-08-13 14:18:29"",""2024-08-13 14:23:44"",315,""678 Trail Head Road, North Danielberg, CO 80213"",""Kevin Brown"",""Loose dangerous animal"""
"911 dispatcher, what's happening? Caller: I can see a funnel cloud forming right above our neighborhood! The sky is rotating and there's debris flying around. This looks like it's going to touch down any second. Dispatcher: What's your address? Caller: 890 Storm Watch Drive, East Amyberg, KS 66107.,""2024-06-20 18:37:22"",""2024-06-20 18:42:15"",293,""890 Storm Watch Drive, East Amyberg, KS 66107"",""Susan Davis"",""Tornado sighting"""
"What's your emergency? Caller: The bridge just collapsed from the earthquake! Cars were on it when it went down and I can see at least 3 vehicles in the water below. People are trapped and the current is strong. Dispatcher: Which bridge? Caller: Miller Street Bridge over the river, near 234 Waterfront Drive, South Mariaton, CA 94112.,""2024-02-17 16:45:18"",""2024-02-17 16:51:33"",375,""234 Waterfront Drive, South Mariaton, CA 94112"",""Maria Miller"",""Earthquake damage"""
"Emergency line, how can I assist? Caller: Someone is setting off professional-grade fireworks in the middle of a residential area! They're shooting them horizontally and they're hitting houses and cars. One just exploded near a group of kids. Dispatcher: Where is this happening? Caller: 567 Quiet Neighborhood Street, West Richardville, OH 44107.,""2024-12-31 23:47:55"",""2024-12-31 23:50:33"",158,""567 Quiet Neighborhood Street, West Richardville, OH 44107"",""Jennifer Rodriguez"",""Fireworks complaint"""
"911, what's your emergency? Caller: A delivery truck and a sedan collided at the four-way stop. Both drivers are walking around and seem okay but there's glass and car parts all over the intersection. Traffic is backing up. Dispatcher: Which intersection? Caller: Main Street and Oak Avenue, near 345 Corner Store Drive, Port Kevinshire, PA 19107.,""2024-04-26 12:18:44"",""2024-04-26 12:21:37"",173,""345 Corner Store Drive, Port Kevinshire, PA 19107"",""Lisa Taylor"",""Car accident (without injury)"""
"Emergency services, what's happening? Caller: My brother-in-law is having chest pain that started about 20 minutes ago! He says it feels like someone is squeezing his heart and he's having trouble breathing. He's sweating profusely. Dispatcher: Where are you located? Caller: 789 Family Gathering Drive, Lake Susanberg, TX 75209.,""2024-09-27 16:54:31"",""2024-09-27 17:01:47"",436,""789 Family Gathering Drive, Lake Susanberg, TX 75209"",""Carlos Anderson"",""Chest pain"""
"What's your emergency? Caller: There's a gunman in the office building! I can hear shots being fired on the floor above me and people are screaming. I'm barricaded in a conference room with several coworkers. Dispatcher: What building are you in? Caller: Metro Office Tower at 456 Business Plaza Drive, North Timothytown, WA 98111.,""2024-07-31 11:23:17"",""2024-07-31 11:29:45"",388,""456 Business Plaza Drive, North Timothytown, WA 98111"",""Anonymous"",""Active shooter"""
"911 dispatcher, how can I help? Caller: My nephew is having a grand mal seizure that won't stop! He's been convulsing for almost 5 minutes now and foam is coming out of his mouth. I'm really scared this isn't normal. Dispatcher: What's your location? Caller: 123 Extended Family Drive, East Brianville, OR 97212.,""2024-11-14 13:42:28"",""2024-11-14 13:49:52"",444,""123 Extended Family Drive, East Brianville, OR 97212"",""Daniel Thompson"",""Seizures"""
"Emergency line, what do you need? Caller: I think my aunt is having a stroke! She was fine this morning but now she can't speak properly and her right arm is completely limp. She seems really confused and scared. Dispatcher: Where is she right now? Caller: 678 Senior Living Drive, South Jenniferton, AZ 85011.,""2024-05-03 10:28:55"",""2024-05-03 10:35:17"",382,""678 Senior Living Drive, South Jenniferton, AZ 85011"",""Michael Kim"",""Stroke symptoms"""
"911 emergency, how can I assist? Caller: The chemical plant is on fire and there's a huge toxic cloud spreading toward the residential area! People are being told to evacuate immediately. You can smell the chemicals from miles away. Dispatcher: Which plant? Caller: ChemCorp Facility at 890 Industrial Boulevard, West Matthewville, GA 30311.,""2024-08-05 09:17:33"",""2024-08-05 09:24:48"",435,""890 Industrial Boulevard, West Matthewville, GA 30311"",""Patricia Garcia"",""House fire"""
